,cell_type
1615,Proliferating T cells
1616,TAM 3
1617,TAM 3
1618,TAM 3
1619,Tcells 1
1620,NK
1621,Mono 1
1622,Mono 1
1623,Tcells 2
1624,Mono 1
1625,TAM 3
1626,TAM 5
1627,Tcells 2
1628,NK
1629,TAM 5
1630,TAM 3
1631,Tcells 1
1632,TAM 5
1633,TAM 3
1634,Mono 2
1635,Tcells 1
1636,Mono 1
1637,Proliferating TAM
1638,TAM 5
1639,TAM 2
1640,TAM 3
1641,Mono 1
1642,TAM 3
1643,Tcells 2
1644,Tcells 2
1645,TAM 3
1646,Tcells 1
1647,Proliferating T cells
1648,Mono 1
1649,Mono 2
1650,Tcells 1
1651,TAM 5
1652,Mono 1
1653,Proliferating TAM
1654,Proliferating TAM
1655,Proliferating TAM
1656,TAM 5
1657,TAM 5
1658,TAM 3
1659,NK
1660,Mono 1
1661,Tcells 3
1662,Proliferating TAM
1663,TAM 5
1664,Mono 1
1665,Tcells 3
1666,Mono 1
1667,Tcells 1
1668,Tcells 1
1669,TAM 3
1670,cDC1
1671,TAM 3
1672,TAM 5
1673,TAM 2
1674,TAM 5
1675,Proliferating TAM
1676,TAM 2
1677,Tcells 2
1678,Tcells 2
1679,Mono 1
1680,NK
1681,Tcells 3
1682,Proliferating TAM
1683,Tcells 2
1684,Tcells 1
1685,TAM 3
1686,TAM 5
1687,Tcells 1
1688,TAM 5
1689,TAM 4
1690,TAM 3
1691,Mono 2
1692,NK
1693,Tcells 1
1694,Tcells 3
1695,Mono 1
1696,TAM 3
1697,TAM 2
1698,NK
1699,TAM 5
1700,Mono 2
1701,NK
1702,Mono 1
1703,TAM 3
1704,TAM 3
1705,Tcells 2
1706,NK
1707,Tcells 1
1708,Tcells 1
1709,Mono 1
1710,TAM 5
1711,TAM 5
1712,Tcells 2
1713,NK
1714,TAM 3
1715,TAM 5
1716,TAM 2
1717,Proliferating TAM
1718,TAM 3
1719,TAM 3
1720,TAM 5
1721,Mono 2
1722,TAM 5
1723,TAM 3
1724,Proliferating TAM
1725,TAM 2
1726,TAM 3
1727,TAM 3
1728,NK
1729,Tcells 2
1730,TAM 2
1731,Proliferating TAM
1732,Proliferating T cells
1733,Tcells 2
1734,NK
1735,Proliferating TAM
1736,TAM 5
1737,TAM 2
1738,Mono 1
1739,Proliferating T cells
1740,Mono 1
1741,TAM 5
1742,Mono 2
1743,Tcells 1
1744,B
1745,TAM 3
1746,Tcells 2
1747,TAM 3
1748,Tcells 1
1749,Treg
1750,Tcells 3
1751,Proliferating TAM
1752,TAM 2
1753,TAM 5
1754,Tcells 2
1755,TAM 5
1756,Proliferating TAM
1757,TAM 5
1758,Tcells 1
1759,TAM 1
1760,Tcells 1
1761,B
1762,NK
1763,Proliferating TAM
1764,TAM 5
1765,Proliferating TAM
1766,Tcells 2
1767,Tcells 1
1768,TAM 3
1769,Mono 1
1770,TAM 2
1771,TAM 3
1772,TAM 5
1773,Proliferating TAM
1774,Proliferating TAM
1775,Mono 2
1776,Tcells 1
1777,Tcells 1
1778,Mono 1
1779,Proliferating TAM
1780,Tcells 3
1781,Tcells 2
1782,TAM 3
1783,Mono 1
1784,Tcells 2
1785,TAM 5
1786,Tcells 1
1787,TAM 5
1788,Mono 2
1789,Mono 2
1790,Proliferating T cells
1791,TAM 4
1792,TAM 3
1793,Tcells 1
1794,Mono 2
1795,Tcells 1
1796,Tcells 2
1797,TAM 2
1798,TAM 3
1799,cDC2
1800,cDC1
1801,TAM 5
1802,Tcells 2
1803,TAM 3
1804,Tcells 3
1805,Proliferating T cells
1806,TAM 3
1807,TAM 3
1808,TAM 1
1809,pDC
1810,TAM 2
1811,Tcells 3
1812,TAM 5
1813,TAM 5
1814,TAM 5
1815,Tcells 2
1816,Tcells 1
1817,Mono 2
1818,TAM 5
1819,Tcells 1
1820,Tcells 1
1821,Proliferating TAM
1822,Tcells 2
1823,NK
1824,TAM 3
1825,Tcells 2
1826,Mono 1
1827,TAM 4
1828,Proliferating TAM
1829,NK
1830,Tcells 2
1831,TAM 5
1832,Treg
1833,Mono 1
1834,TAM 3
1835,TAM 4
1836,TAM 4
1837,TAM 3
1838,Tcells 1
1839,TAM 3
1840,Tcells 3
1841,Tcells 1
1842,Proliferating TAM
1843,Tcells 2
1844,Proliferating T cells
1845,Tcells 1
1846,Mono 1
1847,TAM 5
1848,Tcells 3
1849,Proliferating TAM
1850,TAM 2
1851,Tcells 1
1852,Proliferating TAM
1853,Mono 1
1854,NK
1855,NK
1856,NK
1857,TAM 5
1858,TAM 4
1859,TAM 3
1860,TAM 3
1861,TAM 3
1862,Proliferating TAM
1863,TAM 5
1864,TAM 4
1865,cDC2
1866,NK
1867,Treg
1868,TAM 5
1869,TAM 1
1870,cDC2
1871,Tcells 1
1872,Tcells 1
1873,Tcells 1
1874,Proliferating TAM
1875,TAM 3
1876,B
1877,Mono 2
1878,Tcells 3
1879,NK
1880,TAM 5
1881,TAM 3
1882,Treg
1883,Proliferating T cells
1884,NK
1885,Tcells 2
1886,TAM 5
1887,Tcells 1
1888,Tcells 2
1889,TAM 5
1890,NK
1891,TAM 3
1892,Tcells 2
1893,NK
1894,TAM 5
1895,TAM 3
1896,Mono 1
1897,Tcells 2
1898,Tcells 1
1899,TAM 5
1900,TAM 3
1901,TAM 3
1902,Tcells 2
1903,NK
1904,Proliferating TAM
1905,TAM 3
1906,Tcells 1
1907,Tcells 3
1908,Tcells 3
1909,Proliferating TAM
1910,Tcells 1
1911,Tcells 3
1912,Tcells 1
1913,cDC2
1914,Tcells 3
1915,TAM 3
1916,Proliferating TAM
1917,TAM 3
1918,Proliferating TAM
1919,TAM 5
1920,Tcells 1
1921,Mono 1
1922,Tcells 1
1923,Tcells 3
1924,Mono 1
1925,Tcells 1
1926,Tcells 1
1927,Tcells 1
1928,Treg
1929,NK
1930,Mono 2
1931,TAM 4
1932,Mono 1
1933,NK
1934,Tcells 1
1935,Mono 1
1936,Tcells 1
1937,Tcells 1
1938,cDC2
1939,TAM 5
1940,TAM 3
1941,Tcells 3
1942,Tcells 1
1943,Tcells 2
1944,TAM 3
1945,TAM 2
1946,TAM 5
1947,TAM 3
1948,TAM 2
1949,Tcells 1
1950,TAM 5
1951,TAM 3
1952,Mono 1
1953,Tcells 2
1954,Tcells 3
1955,Tcells 1
1956,Treg
1957,TAM 3
1958,TAM 5
1959,cDC2
1960,Proliferating T cells
1961,Tcells 1
1962,TAM 3
1963,Tcells 1
1964,Proliferating TAM
1965,TAM 2
1966,Proliferating T cells
1967,TAM 3
1968,Proliferating TAM
1969,cDC2
1970,TAM 3
1971,TAM 4
1972,TAM 5
1973,Tcells 1
1974,TAM 3
1975,Mono 1
1976,TAM 2
1977,NK
1978,TAM 3
1979,TAM 5
1980,Mono 1
1981,Tcells 3
1982,NK
1983,Tcells 2
1984,TAM 5
1985,TAM 2
1986,TAM 5
1987,Tcells 2
1988,TAM 5
1989,TAM 3
1990,NK
1991,TAM 5
1992,TAM 5
1993,TAM 2
1994,TAM 3
1995,Tcells 1
1996,Tcells 3
1997,Tcells 1
1998,TAM 2
1999,Proliferating TAM
2000,Tcells 3
2001,cDC2
2002,Mono 1
2003,TAM 2
2004,Tcells 3
2005,TAM 5
2006,Tcells 1
2007,Tcells 2
2008,TAM 3
2009,Tcells 1
2010,Treg
2011,TAM 2
2012,Tcells 1
2013,TAM 3
2014,Tcells 1
2015,Tcells 1
2016,Tcells 3
2017,Tcells 1
2018,Tcells 1
2019,TAM 3
2020,Tcells 1
2021,B
2022,Mono 1
2023,Tcells 2
2024,NK
2025,TAM 3
2026,Proliferating TAM
2027,TAM 5
2028,Tcells 3
2029,Mono 2
2030,TAM 5
2031,Tcells 2
2032,Proliferating TAM
2033,TAM 2
2034,Proliferating TAM
2035,TAM 3
2036,Tcells 2
2037,TAM 3
2038,TAM 5
2039,Tcells 2
2040,Tcells 2
2041,TAM 2
2042,cDC2
2043,Tcells 1
2044,TAM 3
2045,TAM 2
2046,TAM 3
2047,TAM 5
2048,TAM 3
2049,Tcells 1
2050,Mono 1
2051,Tcells 1
2052,Mono 1
2053,Proliferating TAM
2054,TAM 3
2055,B
2056,Proliferating T cells
2057,TAM 2
2058,TAM 3
2059,Tcells 1
2060,Tcells 1
2061,B
2062,Tcells 2
2063,TAM 1
2064,Tcells 1
2065,Tcells 1
2066,Tcells 1
2067,Tcells 3
2068,Mono 1
2069,B
2070,Tcells 2
2071,Tcells 1
2072,NK
2073,Proliferating TAM
2074,TAM 2
2075,TAM 5
2076,TAM 3
2077,Tcells 1
2078,TAM 3
2079,Mono 1
2080,Tcells 1
2081,pDC
2082,Tcells 3
2083,Tcells 1
2084,TAM 3
2085,Tcells 3
2086,Tcells 1
2087,Mono 1
2088,Tcells 2
2089,TAM 3
2090,TAM 4
2091,Mono 1
2092,Tcells 1
2093,Tcells 1
2094,Proliferating TAM
2095,TAM 2
2096,TAM 5
2097,Tcells 1
2098,Proliferating TAM
2099,TAM 3
2100,TAM 5
2101,TAM 2
2102,Proliferating T cells
2103,TAM 3
2104,Tcells 1
2105,Mono 2
2106,NK
2107,cDC2
2108,Mono 2
2109,Mono 2
2110,TAM 5
2111,TAM 1
2112,cDC2
2113,TAM 5
2114,Mono 1
2115,TAM 5
2116,Tcells 2
2117,Mono 1
2118,TAM 3
2119,Mono 1
2120,Tcells 1
2121,TAM 3
2122,cDC2
2123,TAM 3
2124,cDC2
2125,TAM 5
2126,TAM 3
2127,TAM 3
2128,Tcells 1
2129,Proliferating TAM
2130,Proliferating TAM
2131,cDC2
2132,Proliferating TAM
2133,B
2134,TAM 1
2135,TAM 4
2136,Tcells 2
2137,Mono 1
2138,Tcells 1
2139,Mono 1
2140,TAM 5
2141,Mono 2
2142,Tcells 1
2143,Tcells 1
2144,Tcells 1
2145,TAM 5
2146,Mono 1
2147,Tcells 2
2148,TAM 5
2149,Tcells 3
2150,Tcells 1
2151,Tcells 1
2152,Proliferating T cells
2153,Mono 2
2154,TAM 5
2155,Tcells 3
2156,Tcells 3
2157,Mono 2
2158,Tcells 2
2159,NK
2160,TAM 5
2161,TAM 3
2162,TAM 2
2163,Tcells 1
2164,Mono 2
2165,Tcells 2
2166,Tcells 2
2167,Tcells 1
2168,TAM 3
2169,TAM 5
2170,TAM 5
2171,TAM 5
2172,TAM 3
2173,TAM 5
2174,Tcells 3
2175,TAM 3
2176,TAM 2
2177,TAM 5
2178,Mono 1
2179,TAM 2
2180,Mono 1
2181,TAM 3
2182,Tcells 1
2183,TAM 4
2184,Proliferating TAM
2185,Mono 2
2186,TAM 3
2187,Tcells 1
2188,Mono 1
2189,Tcells 1
2190,Tcells 2
2191,TAM 5
2192,Mono 1
2193,TAM 2
2194,TAM 5
2195,TAM 2
2196,TAM 3
2197,TAM 3
2198,TAM 5
2199,Mono 1
2200,Tcells 3
2201,TAM 1
2202,Mono 2
2203,Proliferating T cells
2204,TAM 3
2205,TAM 3
2206,TAM 5
2207,NK
2208,Tcells 1
2209,TAM 5
2210,Mono 2
2211,Mono 1
2212,TAM 3
2213,TAM 5
2214,TAM 4
2215,TAM 5
2216,TAM 2
2217,TAM 5
2218,TAM 5
2219,Tcells 1
2220,Tcells 1
2221,Tcells 3
2222,TAM 5
2223,TAM 5
2224,TAM 5
2225,NK
2226,Proliferating TAM
2227,NK
2228,TAM 1
2229,NK
2230,TAM 5
2231,Mono 1
2232,TAM 3
2233,NK
2234,TAM 2
2235,Mono 2
2236,TAM 2
2237,TAM 3
2238,cDC2
2239,TAM 3
2240,Tcells 2
2241,TAM 5
2242,Tcells 3
2243,Tcells 1
2244,Tcells 1
2245,Tcells 1
2246,Tcells 1
2247,Tcells 2
2248,Tcells 2
2249,B
2250,Mono 2
2251,Proliferating T cells
2252,NK
2253,TAM 5
2254,Tcells 1
2255,TAM 5
2256,Mono 1
2257,TAM 3
2258,Proliferating TAM
2259,Tcells 1
2260,TAM 5
2261,TAM 5
2262,TAM 5
2263,TAM 3
2264,TAM 5
2265,Tcells 1
2266,Mono 1
2267,Mono 1
2268,Tcells 2
2269,Tcells 1
2270,Proliferating T cells
2271,Proliferating TAM
2272,Proliferating TAM
2273,Tcells 1
2274,TAM 4
2275,TAM 3
2276,Tcells 1
2277,TAM 5
2278,Tcells 1
2279,Mono 2
2280,TAM 5
2281,NK
2282,Proliferating T cells
2283,Mono 1
2284,Tcells 1
2285,B
2286,TAM 5
2287,Mono 1
2288,TAM 2
2289,Tcells 1
2290,TAM 3
2291,TAM 5
2292,Tcells 3
2293,Proliferating T cells
2294,Mono 1
2295,NK
2296,Tcells 1
2297,Mono 1
2298,Proliferating TAM
2299,Tcells 1
2300,TAM 2
2301,TAM 5
2302,TAM 3
2303,TAM 5
2304,TAM 3
2305,Tcells 2
2306,Mono 2
2307,Proliferating TAM
2308,NK
2309,Tcells 1
2310,Proliferating TAM
2311,TAM 3
2312,TAM 5
2313,TAM 3
2314,TAM 3
2315,NK
2316,NK
2317,Tcells 1
2318,Mono 1
2319,Tcells 2
2320,Tcells 1
2321,TAM 5
2322,Mono 1
2323,TAM 2
2324,TAM 2
2325,TAM 5
2326,TAM 5
2327,Tcells 2
2328,TAM 3
2329,Proliferating T cells
2330,Treg
2331,Mono 1
2332,Tcells 2
2333,Tcells 1
2334,TAM 5
2335,Tcells 3
2336,Tcells 1
2337,Proliferating TAM
2338,Tcells 2
2339,Tcells 1
2340,TAM 2
2341,Mono 1
2342,Tcells 3
2343,NK
2344,Tcells 2
2345,cDC1
2346,Mono 2
2347,TAM 2
2348,Tcells 1
2349,Proliferating TAM
2350,Mono 1
2351,TAM 3
2352,Tcells 1
2353,Tcells 1
2354,TAM 3
2355,TAM 5
2356,Mono 1
2357,Tcells 1
2358,Proliferating TAM
2359,Tcells 3
2360,Tcells 1
2361,Proliferating TAM
2362,NK
2363,TAM 5
2364,Tcells 1
2365,Mono 2
2366,Mono 2
2367,TAM 3
2368,TAM 4
2369,Tcells 1
2370,TAM 2
2371,Proliferating T cells
2372,Tcells 1
2373,Treg
2374,cDC2
2375,NK
2376,Tcells 1
2377,Mono 2
2378,cDC2
2379,Tcells 1
2380,Proliferating TAM
2381,Tcells 1
2382,TAM 5
2383,TAM 5
2384,TAM 5
2385,Mono 2
2386,Tcells 1
2387,Mono 2
2388,TAM 2
2389,Proliferating TAM
2390,Tcells 1
2391,TAM 2
2392,Mono 1
2393,cDC1
2394,Proliferating T cells
2395,Mono 1
2396,Proliferating TAM
2397,TAM 3
2398,Tcells 2
2399,Mono 1
2400,Tcells 2
2401,TAM 3
2402,Mono 1
2403,Tcells 2
2404,TAM 3
2405,NK
2406,Proliferating TAM
2407,TAM 4
2408,NK
2409,Proliferating TAM
2410,TAM 5
2411,cDC2
2412,TAM 5
2413,Tcells 2
2414,Mono 1
2415,TAM 3
2416,Tcells 3
2417,TAM 5
2418,Tcells 1
2419,Tcells 3
2420,Tcells 1
2421,Tcells 3
2422,TAM 3
2423,Tcells 1
2424,TAM 5
2425,Proliferating TAM
2426,TAM 5
2427,Mono 2
2428,TAM 3
2429,Proliferating TAM
2430,Proliferating T cells
2431,Mono 2
2432,Tcells 1
2433,TAM 5
2434,Tcells 1
2435,TAM 5
2436,TAM 1
2437,Tcells 1
2438,Tcells 2
2439,TAM 1
2440,Proliferating TAM
2441,Tcells 2
2442,TAM 3
2443,TAM 5
2444,TAM 3
2445,NK
2446,Tcells 3
2447,TAM 3
2448,Tcells 1
2449,TAM 5
2450,Proliferating TAM
2451,Tcells 1
2452,Proliferating TAM
2453,TAM 5
2454,Tcells 2
2455,B
2456,Mono 1
2457,TAM 2
2458,TAM 5
2459,Mono 1
2460,NK
2461,Tcells 1
2462,TAM 2
2463,Tcells 1
2464,TAM 5
2465,Mono 1
2466,Proliferating T cells
2467,NK
2468,TAM 5
2469,Mono 1
2470,TAM 5
2471,B
2472,NK
2473,Tcells 2
2474,Tcells 1
2475,Mono 2
2476,Mono 1
2477,NK
2478,B
2479,TAM 5
2480,TAM 1
2481,TAM 3
2482,TAM 3
2483,Tcells 3
2484,TAM 3
2485,Tcells 1
2486,TAM 5
2487,NK
2488,Tcells 1
2489,cDC2
2490,Tcells 1
2491,Proliferating TAM
2492,Tcells 1
2493,Tcells 3
2494,TAM 3
2495,Tcells 1
2496,TAM 5
2497,TAM 5
2498,TAM 2
2499,Tcells 1
2500,TAM 3
2501,TAM 5
2502,TAM 5
2503,TAM 2
2504,TAM 3
2505,Proliferating TAM
2506,TAM 5
2507,Tcells 1
2508,Mono 1
2509,Tcells 2
2510,Tcells 2
2511,Mono 1
2512,TAM 2
2513,Mono 1
2514,TAM 3
2515,Tcells 3
2516,cDC2
2517,Mono 1
2518,Mono 1
2519,Mono 1
2520,Mono 2
2521,TAM 5
2522,Proliferating TAM
2523,Tcells 1
2524,Mono 1
2525,Tcells 2
2526,TAM 3
2527,Tcells 3
2528,Tcells 1
2529,Mono 1
2530,Treg
2531,B
2532,Proliferating TAM
2533,Tcells 2
2534,Tcells 2
2535,Mono 2
2536,cDC2
2537,Mono 1
2538,Tcells 1
2539,Tcells 3
2540,Mono 1
2541,cDC2
2542,Mono 1
2543,cDC1
2544,Proliferating TAM
2545,Tcells 1
2546,TAM 5
2547,Tcells 1
2548,TAM 2
2549,TAM 2
2550,Mono 1
2551,Tcells 3
2552,TAM 5
2553,Tcells 1
2554,Proliferating T cells
2555,TAM 3
2556,Mono 2
2557,Mono 2
2558,TAM 4
2559,Mono 2
2560,Treg
2561,Tcells 3
2562,Mono 1
2563,TAM 3
2564,TAM 5
2565,NK
2566,TAM 3
2567,TAM 3
2568,Mono 2
2569,Tcells 2
2570,Mono 1
2571,Proliferating T cells
2572,Mono 2
2573,Tcells 3
2574,Treg
2575,Tcells 1
2576,NK
2577,Mono 1
2578,Tcells 1
2579,Tcells 3
2580,Tcells 2
2581,TAM 2
2582,Mono 1
2583,TAM 5
2584,Tcells 1
2585,Tcells 3
2586,Tcells 3
2587,Tcells 2
2588,NK
2589,TAM 3
2590,NK
2591,NK
2592,NK
2593,TAM 5
2594,cDC1
2595,Tcells 1
2596,Treg
2597,Tcells 1
2598,Tcells 3
2599,Tcells 2
2600,TAM 1
2601,NK
2602,TAM 5
2603,B
2604,TAM 5
2605,Proliferating TAM
2606,TAM 5
2607,Mono 2
2608,Proliferating TAM
2609,Treg
2610,NK
2611,Tcells 2
2612,Proliferating T cells
2613,NK
2614,Tcells 2
2615,TAM 5
2616,TAM 5
2617,TAM 4
2618,Tcells 1
2619,TAM 3
2620,Mono 1
2621,Mono 1
2622,Mono 1
2623,TAM 2
2624,Mono 1
2625,Tcells 2
2626,TAM 3
2627,Tcells 1
2628,Mono 1
2629,TAM 3
2630,TAM 5
2631,Tcells 1
2632,Tcells 2
2633,Tcells 2
2634,Mono 1
2635,TAM 3
2636,Tcells 1
2637,TAM 2
2638,Treg
2639,Mono 1
2640,TAM 5
2641,NK
2642,Mono 1
2643,Tcells 1
2644,Mono 1
2645,Tcells 1
2646,TAM 2
2647,Proliferating T cells
2648,TAM 4
2649,Tcells 1
2650,B
2651,Tcells 3
2652,TAM 5
2653,TAM 1
2654,Proliferating T cells
2655,Mono 1
2656,cDC2
2657,Tcells 2
2658,TAM 3
2659,NK
2660,TAM 5
2661,Tcells 1
2662,TAM 5
2663,TAM 5
2664,Mono 1
2665,Tcells 1
2666,TAM 5
2667,TAM 2
2668,TAM 3
2669,TAM 5
2670,TAM 5
2671,TAM 5
2672,Mono 1
2673,B
2674,Tcells 3
2675,TAM 2
2676,Tcells 2
2677,TAM 5
2678,Mono 1
2679,TAM 1
2680,B
2681,TAM 1
2682,TAM 2
2683,Proliferating TAM
2684,TAM 5
2685,TAM 5
2686,Tcells 3
2687,TAM 2
2688,TAM 5
2689,TAM 5
2690,TAM 5
2691,TAM 4
2692,Tcells 1
2693,B
2694,cDC2
2695,Proliferating TAM
2696,Tcells 3
2697,TAM 3
2698,Tcells 3
2699,NK
2700,B
2701,Mono 2
2702,TAM 3
2703,Mono 1
2704,Proliferating T cells
2705,Mono 1
2706,TAM 5
2707,TAM 2
2708,TAM 5
2709,NK
2710,Mono 2
2711,TAM 5
2712,NK
2713,B
2714,Tcells 2
2715,Tcells 1
2716,TAM 3
2717,TAM 1
2718,TAM 3
2719,TAM 5
2720,Mono 2
2721,NK
2722,Mono 1
2723,Mono 2
2724,Tcells 1
2725,Tcells 1
2726,Proliferating TAM
2727,Tcells 3
2728,Tcells 1
2729,Tcells 2
2730,Tcells 2
2731,Proliferating TAM
2732,Tcells 2
2733,Tcells 1
2734,Tcells 1
2735,TAM 5
2736,NK
2737,Tcells 2
2738,TAM 2
2739,Mono 1
2740,TAM 5
2741,NK
2742,Tcells 2
2743,TAM 3
2744,NK
2745,NK
2746,Tcells 1
2747,TAM 5
2748,TAM 5
2749,Tcells 1
2750,TAM 5
2751,Tcells 1
2752,Tcells 1
2753,NK
2754,B
2755,Mono 2
2756,Mono 1
2757,B
2758,TAM 5
2759,Tcells 1
2760,NK
2761,Proliferating TAM
2762,cDC2
2763,Tcells 1
2764,Mono 1
2765,TAM 5
2766,TAM 5
2767,TAM 5
2768,Tcells 1
2769,TAM 2
2770,TAM 2
2771,NK
2772,Tcells 2
2773,Mono 1
2774,NK
2775,TAM 5
2776,TAM 5
2777,TAM 5
2778,NK
2779,TAM 3
2780,Mono 1
2781,Proliferating T cells
2782,Tcells 3
2783,NK
2784,Tcells 3
2785,Tcells 3
2786,Tcells 1
2787,Tcells 1
2788,Mono 1
2789,Tcells 1
2790,Tcells 1
2791,Tcells 1
2792,TAM 5
2793,Tcells 2
2794,TAM 3
2795,TAM 2
2796,Tcells 1
2797,Tcells 1
2798,TAM 3
2799,B
2800,Tcells 2
2801,TAM 5
2802,Mono 1
2803,Mono 2
2804,TAM 3
2805,Proliferating TAM
2806,Tcells 3
2807,Mono 1
2808,Tcells 1
2809,TAM 5
2810,Tcells 1
2811,TAM 3
2812,NK
2813,Tcells 1
2814,TAM 1
2815,Tcells 1
2816,NK
2817,TAM 2
2818,Proliferating TAM
2819,Tcells 1
2820,Mono 1
2821,TAM 3
2822,Tcells 1
2823,TAM 3
2824,Mono 2
2825,TAM 5
2826,TAM 5
2827,Tcells 3
2828,Mono 1
2829,Tcells 3
2830,Mono 2
2831,TAM 5
2832,TAM 5
2833,Mono 1
2834,TAM 5
2835,TAM 1
2836,TAM 3
2837,TAM 5
2838,TAM 5
2839,Tcells 2
2840,TAM 3
2841,TAM 5
2842,TAM 3
2843,Tcells 3
2844,Mono 1
2845,Tcells 1
2846,Tcells 3
2847,TAM 5
2848,TAM 5
2849,TAM 1
2850,TAM 5
2851,TAM 2
2852,Proliferating TAM
2853,Tcells 1
2854,Mono 1
2855,TAM 2
2856,TAM 5
2857,TAM 3
2858,TAM 5
2859,TAM 5
2860,Proliferating TAM
2861,cDC1
2862,Treg
2863,Tcells 1
2864,TAM 3
2865,Mono 1
2866,TAM 1
2867,Tcells 1
2868,Tcells 1
2869,Mono 1
2870,Tcells 1
2871,Tcells 1
2872,B
2873,cDC2
2874,Proliferating TAM
2875,TAM 5
2876,TAM 5
2877,Tcells 2
2878,Tcells 3
2879,TAM 3
2880,TAM 2
2881,B
2882,TAM 5
2883,NK
2884,TAM 3
2885,TAM 2
2886,TAM 3
2887,TAM 5
2888,TAM 2
2889,Tcells 1
2890,Tcells 1
2891,Proliferating TAM
2892,Tcells 2
2893,Tcells 1
2894,Mono 1
2895,Mono 2
2896,Proliferating TAM
2897,B
2898,Mono 1
2899,B
2900,TAM 2
2901,Mono 1
2902,Tcells 2
2903,Proliferating TAM
2904,Mono 2
2905,TAM 5
2906,TAM 5
2907,Treg
2908,Tcells 1
2909,TAM 5
2910,Mono 1
2911,NK
2912,Tcells 1
2913,TAM 3
2914,Tcells 1
2915,Mono 2
2916,cDC2
2917,B
2918,TAM 5
2919,Proliferating TAM
2920,Tcells 1
2921,Tcells 2
2922,TAM 5
2923,Mono 1
2924,Mono 1
2925,TAM 3
2926,TAM 3
2927,TAM 3
2928,TAM 3
2929,Proliferating TAM
2930,Proliferating TAM
2931,TAM 2
2932,Mono 2
2933,Proliferating TAM
2934,Tcells 1
2935,Tcells 1
2936,Tcells 2
2937,TAM 5
2938,Tcells 2
2939,TAM 3
2940,Tcells 1
2941,TAM 3
2942,Proliferating TAM
2943,Mono 1
2944,Proliferating T cells
2945,TAM 4
2946,Mono 1
2947,Tcells 1
2948,Tcells 1
2949,Tcells 2
2950,Treg
2951,Mono 1
2952,TAM 1
2953,TAM 3
2954,TAM 3
2955,TAM 5
2956,TAM 5
2957,Mono 1
2958,Tcells 2
2959,Tcells 3
2960,TAM 3
2961,Proliferating TAM
2962,TAM 5
2963,Mono 2
2964,Proliferating T cells
2965,TAM 2
2966,TAM 5
2967,TAM 5
2968,TAM 5
2969,TAM 2
2970,Tcells 3
2971,Tcells 1
2972,TAM 3
2973,cDC2
2974,Tcells 3
2975,Tcells 1
2976,Mono 1
2977,TAM 3
2978,TAM 5
2979,Tcells 1
2980,Tcells 2
2981,TAM 5
2982,Mono 1
2983,TAM 3
2984,TAM 2
2985,Mono 1
2986,Proliferating TAM
2987,Mono 2
2988,B
2989,NK
2990,Tcells 1
2991,TAM 3
2992,cDC2
2993,Mono 1
2994,Mono 1
2995,TAM 3
2996,TAM 5
2997,TAM 5
2998,TAM 2
2999,Proliferating T cells
3000,Proliferating T cells
3001,Mono 1
3002,Mono 1
3003,Proliferating TAM
3004,Mono 1
3005,TAM 2
3006,Proliferating TAM
3007,TAM 3
3008,Tcells 1
3009,TAM 3
3010,Mono 1
3011,TAM 5
3012,Mono 2
3013,Tcells 2
3014,Proliferating TAM
3015,Tcells 1
3016,TAM 4
3017,Treg
3018,Tcells 2
3019,Tcells 3
3020,TAM 1
3021,Proliferating TAM
3022,TAM 5
3023,TAM 3
3024,Proliferating TAM
3025,Tcells 2
3026,Tcells 1
3027,TAM 2
3028,Tcells 3
3029,Tcells 2
3030,Tcells 1
3031,Mono 1
3032,Tcells 3
3033,TAM 2
3034,TAM 5
3035,Proliferating TAM
3036,Tcells 2
3037,TAM 2
3038,TAM 3
3039,TAM 2
3040,Tcells 1
3041,Tcells 1
3042,TAM 3
3043,cDC2
3044,Tcells 2
3045,NK
3046,Proliferating TAM
3047,Tcells 2
3048,TAM 3
3049,TAM 3
3050,TAM 5
3051,Proliferating TAM
3052,TAM 5
3053,Tcells 1
3054,TAM 3
3055,TAM 5
3056,Tcells 1
3057,TAM 3
3058,TAM 5
3059,TAM 5
3060,TAM 5
3061,Tcells 1
3062,TAM 2
3063,Tcells 3
3064,Tcells 2
3065,NK
3066,Tcells 2
3067,TAM 2
3068,Mono 2
3069,Proliferating TAM
3070,Tcells 3
3071,TAM 5
3072,Tcells 1
3073,pDC
3074,Tcells 2
3075,Tcells 2
3076,TAM 5
3077,NK
3078,Tcells 1
3079,Mono 1
3080,Proliferating TAM
3081,TAM 2
3082,TAM 5
3083,TAM 1
3084,NK
3085,TAM 5
3086,TAM 2
3087,TAM 5
3088,NK
3089,TAM 5
3090,TAM 4
3091,Mono 1
3092,Mono 1
3093,TAM 2
3094,Tcells 1
3095,Tcells 1
3096,Mono 1
3097,Tcells 2
3098,TAM 5
3099,B
3100,Proliferating TAM
3101,TAM 3
3102,Tcells 3
3103,Tcells 1
3104,Proliferating TAM
3105,Proliferating TAM
3106,Tcells 1
3107,Mono 2
3108,TAM 3
3109,TAM 5
3110,TAM 5
3111,Proliferating TAM
3112,TAM 5
3113,NK
3114,Mono 1
3115,TAM 5
3116,Tcells 2
3117,TAM 3
3118,TAM 2
3119,Tcells 2
3120,TAM 5
3121,TAM 2
3122,Tcells 1
3123,Tcells 2
3124,TAM 3
3125,Mono 1
3126,TAM 3
3127,Mono 1
3128,TAM 5
